Country,State,District,Year,"Apprentices Enrolled In The Program (UOM:Number), Scaling Factor:1","Training Centers Established For The Program (UOM:Number), Scaling Factor:1"
India,Madhya Pradesh,Sidhi,"Financial Year (Apr - Mar), 2021",376,1
India,Madhya Pradesh,Singrauli,"Financial Year (Apr - Mar), 2021",1310,14
India,Madhya Pradesh,Tikamgarh,"Financial Year (Apr - Mar), 2021",24,1
India,Madhya Pradesh,Ujjain,"Financial Year (Apr - Mar), 2021",157,2
India,Madhya Pradesh,Umaria,"Financial Year (Apr - Mar), 2021",3,0
India,Madhya Pradesh,Vidisha,"Financial Year (Apr - Mar), 2021",32,1
India,Maharashtra,Ahmednagar,"Financial Year (Apr - Mar), 2021",2716,28
India,Maharashtra,Akola,"Financial Year (Apr - Mar), 2021",422,10
India,Maharashtra,Amravati,"Financial Year (Apr - Mar), 2021",1308,32
India,Maharashtra,Beed,"Financial Year (Apr - Mar), 2021",439,23
India,Maharashtra,Bhandara,"Financial Year (Apr - Mar), 2021",440,10
India,Maharashtra,Buldhana,"Financial Year (Apr - Mar), 2021",402,5
India,Maharashtra,Chandrapur,"Financial Year (Apr - Mar), 2021",1598,25
India,Maharashtra,Chhatrapati Sambhajinagar,"Financial Year (Apr - Mar), 2021",11626,158
India,Maharashtra,Dharashiv,"Financial Year (Apr - Mar), 2021",451,12
India,Maharashtra,Dhule,"Financial Year (Apr - Mar), 2021",679,27
India,Maharashtra,Gadchiroli,"Financial Year (Apr - Mar), 2021",187,2
India,Maharashtra,Gondia,"Financial Year (Apr - Mar), 2021",413,7
India,Maharashtra,Hingoli,"Financial Year (Apr - Mar), 2021",158,3
India,Maharashtra,Jalgaon,"Financial Year (Apr - Mar), 2021",2035,31
India,Maharashtra,Jalna,"Financial Year (Apr - Mar), 2021",750,11
India,Maharashtra,Kolhapur,"Financial Year (Apr - Mar), 2021",2178,109
India,Maharashtra,Latur,"Financial Year (Apr - Mar), 2021",442,16
India,Maharashtra,Mumbai,"Financial Year (Apr - Mar), 2021",17087,288
India,Maharashtra,Nagpur,"Financial Year (Apr - Mar), 2021",6405,129
India,Maharashtra,Nanded,"Financial Year (Apr - Mar), 2021",354,18
India,Maharashtra,Nandurbar,"Financial Year (Apr - Mar), 2021",215,16
India,Maharashtra,Nashik,"Financial Year (Apr - Mar), 2021",10490,103
India,Maharashtra,Palghar,"Financial Year (Apr - Mar), 2021",1667,58
India,Maharashtra,Parbhani,"Financial Year (Apr - Mar), 2021",308,25
India,Maharashtra,Pune,"Financial Year (Apr - Mar), 2021",65450,916
India,Maharashtra,Raigad,"Financial Year (Apr - Mar), 2021",3671,81
India,Maharashtra,Ratnagiri,"Financial Year (Apr - Mar), 2021",1485,47
India,Maharashtra,Sangli,"Financial Year (Apr - Mar), 2021",1016,52
India,Maharashtra,Satara,"Financial Year (Apr - Mar), 2021",5739,73
India,Maharashtra,Sindhudurg,"Financial Year (Apr - Mar), 2021",253,26
India,Maharashtra,Solapur,"Financial Year (Apr - Mar), 2021",1797,42
India,Maharashtra,Thane,"Financial Year (Apr - Mar), 2021",15544,196
India,Maharashtra,Unknown Districts Of India,"Financial Year (Apr - Mar), 2021",4580,90
India,Maharashtra,Wardha,"Financial Year (Apr - Mar), 2021",1305,13
India,Maharashtra,Washim,"Financial Year (Apr - Mar), 2021",134,7
India,Maharashtra,Yavatmal,"Financial Year (Apr - Mar), 2021",856,12
India,Manipur,Bishnupur,"Financial Year (Apr - Mar), 2021",0,0
India,Manipur,Chandel,"Financial Year (Apr - Mar), 2021",0,0
India,Manipur,Churachandpur,"Financial Year (Apr - Mar), 2021",14,0
India,Manipur,Imphal East,"Financial Year (Apr - Mar), 2021",47,0
India,Manipur,Imphal West,"Financial Year (Apr - Mar), 2021",33,1
India,Manipur,Jiribam,"Financial Year (Apr - Mar), 2021",0,0
India,Manipur,Kakching,"Financial Year (Apr - Mar), 2021",0,0
India,Manipur,Kamjong,"Financial Year (Apr - Mar), 2021",0,1
India,Manipur,Kangpokpi,"Financial Year (Apr - Mar), 2021",0,0
India,Manipur,Noney,"Financial Year (Apr - Mar), 2021",0,0
India,Manipur,Pherzawl,"Financial Year (Apr - Mar), 2021",0,0
India,Manipur,Senapati,"Financial Year (Apr - Mar), 2021",8,0
India,Manipur,Tamenglong,"Financial Year (Apr - Mar), 2021",0,0
India,Manipur,Tengnoupal,"Financial Year (Apr - Mar), 2021",0,1
India,Manipur,Thoubal,"Financial Year (Apr - Mar), 2021",13,0
India,Manipur,Ukhrul,"Financial Year (Apr - Mar), 2021",0,0
India,Meghalaya,East Garo Hills,"Financial Year (Apr - Mar), 2021",0,0
India,Meghalaya,East Jaintia Hills,"Financial Year (Apr - Mar), 2021",0,0
India,Meghalaya,East Khasi Hills,"Financial Year (Apr - Mar), 2021",114,3
India,Meghalaya,North Garo Hills,"Financial Year (Apr - Mar), 2021",0,0
India,Meghalaya,Ri Bhoi,"Financial Year (Apr - Mar), 2021",0,0
India,Meghalaya,South Garo Hills,"Financial Year (Apr - Mar), 2021",0,0
India,Meghalaya,South West Garo Hills,"Financial Year (Apr - Mar), 2021",0,0
India,Meghalaya,South West Khasi Hills,"Financial Year (Apr - Mar), 2021",5,0
India,Meghalaya,West Garo Hills,"Financial Year (Apr - Mar), 2021",3,6
India,Meghalaya,West Jaintia Hills,"Financial Year (Apr - Mar), 2021",0,0
India,Meghalaya,West Khasi Hills,"Financial Year (Apr - Mar), 2021",0,0
India,Mizoram,Aizawl,"Financial Year (Apr - Mar), 2021",4,4
India,Mizoram,Champhai,"Financial Year (Apr - Mar), 2021",0,0
India,Mizoram,Hnahthial,"Financial Year (Apr - Mar), 2021",0,0
India,Mizoram,Khawzawl,"Financial Year (Apr - Mar), 2021",0,0
India,Mizoram,Kolasib,"Financial Year (Apr - Mar), 2021",0,0
India,Mizoram,Lawngtlai,"Financial Year (Apr - Mar), 2021",0,0
India,Mizoram,Lunglei,"Financial Year (Apr - Mar), 2021",0,0
India,Mizoram,Mamit,"Financial Year (Apr - Mar), 2021",0,0
India,Mizoram,Saitual,"Financial Year (Apr - Mar), 2021",0,0
India,Mizoram,Serchhip,"Financial Year (Apr - Mar), 2021",0,0
India,Mizoram,Siaha,"Financial Year (Apr - Mar), 2021",0,0
India,Nagaland,Dimapur,"Financial Year (Apr - Mar), 2021",16,2
India,Nagaland,Kiphire,"Financial Year (Apr - Mar), 2021",0,0
India,Nagaland,Kohima,"Financial Year (Apr - Mar), 2021",17,0
India,Nagaland,Longleng,"Financial Year (Apr - Mar), 2021",0,0
India,Nagaland,Mokokchung,"Financial Year (Apr - Mar), 2021",2,0
India,Nagaland,Mon,"Financial Year (Apr - Mar), 2021",0,0
India,Nagaland,Peren,"Financial Year (Apr - Mar), 2021",0,0
India,Nagaland,Phek,"Financial Year (Apr - Mar), 2021",0,0
India,Nagaland,Tuensang,"Financial Year (Apr - Mar), 2021",0,0
India,Nagaland,Wokha,"Financial Year (Apr - Mar), 2021",0,0
India,Nagaland,Zunheboto,"Financial Year (Apr - Mar), 2021",0,0
India,Odisha,Anugul,"Financial Year (Apr - Mar), 2021",1446,5
India,Odisha,Balangir,"Financial Year (Apr - Mar), 2021",146,4
India,Odisha,Baleshwar,"Financial Year (Apr - Mar), 2021",176,16
India,Odisha,Bargarh,"Financial Year (Apr - Mar), 2021",24,6
India,Odisha,Bhadrak,"Financial Year (Apr - Mar), 2021",74,3
India,Odisha,Boudh,"Financial Year (Apr - Mar), 2021",1,1
India,Odisha,Cuttack,"Financial Year (Apr - Mar), 2021",682,33
India,Odisha,Deogarh,"Financial Year (Apr - Mar), 2021",10,0
India,Odisha,Dhenkanal,"Financial Year (Apr - Mar), 2021",43,5
India,Odisha,Gajapati,"Financial Year (Apr - Mar), 2021",35,1
India,Odisha,Ganjam,"Financial Year (Apr - Mar), 2021",203,25
India,Odisha,Jagatsinghapur,"Financial Year (Apr - Mar), 2021",181,2
India,Odisha,Jajapur,"Financial Year (Apr - Mar), 2021",375,12
India,Odisha,Jharsuguda,"Financial Year (Apr - Mar), 2021",1704,12
India,Odisha,Kalahandi,"Financial Year (Apr - Mar), 2021",71,1
India,Odisha,Kandhamal,"Financial Year (Apr - Mar), 2021",4,1
India,Odisha,Kendrapara,"Financial Year (Apr - Mar), 2021",38,3
India,Odisha,Kendujhar,"Financial Year (Apr - Mar), 2021",221,12
India,Odisha,Khordha,"Financial Year (Apr - Mar), 2021",2541,64
India,Odisha,Koraput,"Financial Year (Apr - Mar), 2021",395,9
India,Odisha,Malkangiri,"Financial Year (Apr - Mar), 2021",30,2
India,Odisha,Mayurbhanj,"Financial Year (Apr - Mar), 2021",18,6
India,Odisha,Nabarangpur,"Financial Year (Apr - Mar), 2021",223,5
India,Odisha,Nayagarh,"Financial Year (Apr - Mar), 2021",5,3
India,Odisha,Nuapada,"Financial Year (Apr - Mar), 2021",6,2
India,Odisha,Puri,"Financial Year (Apr - Mar), 2021",179,37
India,Odisha,Rayagada,"Financial Year (Apr - Mar), 2021",105,3
India,Odisha,Sambalpur,"Financial Year (Apr - Mar), 2021",494,7
India,Odisha,Sonepur,"Financial Year (Apr - Mar), 2021",0,4
India,Odisha,Sundargarh,"Financial Year (Apr - Mar), 2021",1293,24
India,Puducherry,Karaikal,"Financial Year (Apr - Mar), 2021",484,2
India,Puducherry,Mahe,"Financial Year (Apr - Mar), 2021",12,0
India,Puducherry,Pondicherry,"Financial Year (Apr - Mar), 2021",900,13
India,Puducherry,Yanam,"Financial Year (Apr - Mar), 2021",29,5
India,Punjab,Amritsar,"Financial Year (Apr - Mar), 2021",570,19
India,Punjab,Barnala,"Financial Year (Apr - Mar), 2021",226,0
India,Punjab,Bathinda,"Financial Year (Apr - Mar), 2021",578,7
India,Punjab,Faridkot,"Financial Year (Apr - Mar), 2021",65,3
India,Punjab,Fatehgarh Sahib,"Financial Year (Apr - Mar), 2021",82,7
India,Punjab,Fazilka,"Financial Year (Apr - Mar), 2021",58,13
India,Punjab,Ferozepur,"Financial Year (Apr - Mar), 2021",100,4
India,Punjab,Gurdaspur,"Financial Year (Apr - Mar), 2021",95,25
India,Punjab,Hoshiarpur,"Financial Year (Apr - Mar), 2021",254,3
India,Punjab,Jalandhar,"Financial Year (Apr - Mar), 2021",268,37
India,Punjab,Kapurthala,"Financial Year (Apr - Mar), 2021",469,2
India,Punjab,Ludhiana,"Financial Year (Apr - Mar), 2021",1777,35
India,Punjab,Mansa,"Financial Year (Apr - Mar), 2021",72,6
India,Punjab,Moga,"Financial Year (Apr - Mar), 2021",196,5
India,Punjab,Pathankot,"Financial Year (Apr - Mar), 2021",102,6
India,Punjab,Patiala,"Financial Year (Apr - Mar), 2021",709,15
India,Punjab,Rupnagar,"Financial Year (Apr - Mar), 2021",2789,5
India,Punjab,S.A.S Nagar,"Financial Year (Apr - Mar), 2021",3892,45
India,Punjab,Sangrur,"Financial Year (Apr - Mar), 2021",251,16
India,Punjab,Shahid Bhagat Singh Nagar,"Financial Year (Apr - Mar), 2021",158,0
India,Punjab,Sri Muktsar Sahib,"Financial Year (Apr - Mar), 2021",81,1
India,Punjab,Tarn Taran,"Financial Year (Apr - Mar), 2021",104,6
India,Rajasthan,Ajmer,"Financial Year (Apr - Mar), 2021",739,5
India,Rajasthan,Alwar,"Financial Year (Apr - Mar), 2021",3855,37
India,Rajasthan,Banswara,"Financial Year (Apr - Mar), 2021",20,2
India,Rajasthan,Baran,"Financial Year (Apr - Mar), 2021",1,3
India,Rajasthan,Barmer,"Financial Year (Apr - Mar), 2021",60,3
India,Rajasthan,Bharatpur,"Financial Year (Apr - Mar), 2021",150,2
India,Rajasthan,Bhilwara,"Financial Year (Apr - Mar), 2021",66,5
India,Rajasthan,Bikaner,"Financial Year (Apr - Mar), 2021",237,3
India,Rajasthan,Bundi,"Financial Year (Apr - Mar), 2021",54,1
India,Rajasthan,Chittorgarh,"Financial Year (Apr - Mar), 2021",85,9
India,Rajasthan,Churu,"Financial Year (Apr - Mar), 2021",33,0
India,Rajasthan,Dausa,"Financial Year (Apr - Mar), 2021",49,1
India,Rajasthan,Dholpur,"Financial Year (Apr - Mar), 2021",46,0
India,Rajasthan,Dungarpur,"Financial Year (Apr - Mar), 2021",29,1
India,Rajasthan,Ganganagar,"Financial Year (Apr - Mar), 2021",141,5
India,Rajasthan,Hanumangarh,"Financial Year (Apr - Mar), 2021",65,2
India,Rajasthan,Jaipur,"Financial Year (Apr - Mar), 2021",3483,36
India,Rajasthan,Jaisalmer,"Financial Year (Apr - Mar), 2021",6,2
India,Rajasthan,Jalore,"Financial Year (Apr - Mar), 2021",4,0
India,Rajasthan,Jhalawar,"Financial Year (Apr - Mar), 2021",46,1
India,Rajasthan,Jhunjhunu,"Financial Year (Apr - Mar), 2021",358,3
India,Rajasthan,Jodhpur,"Financial Year (Apr - Mar), 2021",444,9
India,Rajasthan,Karauli,"Financial Year (Apr - Mar), 2021",14,4
India,Rajasthan,Kota,"Financial Year (Apr - Mar), 2021",1237,6
India,Rajasthan,Nagaur,"Financial Year (Apr - Mar), 2021",35,4
India,Rajasthan,Pali,"Financial Year (Apr - Mar), 2021",239,4
India,Rajasthan,Pratapgarh,"Financial Year (Apr - Mar), 2021",8,0
India,Rajasthan,Rajsamand,"Financial Year (Apr - Mar), 2021",87,1
India,Rajasthan,Sawai Madhopur,"Financial Year (Apr - Mar), 2021",28,3
India,Rajasthan,Sikar,"Financial Year (Apr - Mar), 2021",115,2
India,Rajasthan,Sirohi,"Financial Year (Apr - Mar), 2021",45,0
India,Rajasthan,Tonk,"Financial Year (Apr - Mar), 2021",48,0
India,Rajasthan,Udaipur,"Financial Year (Apr - Mar), 2021",407,8
India,Sikkim,Gangtok,"Financial Year (Apr - Mar), 2021",277,18
India,Sikkim,Gyalshing,"Financial Year (Apr - Mar), 2021",7,2
India,Sikkim,Mangan,"Financial Year (Apr - Mar), 2021",8,0
India,Sikkim,Namchi,"Financial Year (Apr - Mar), 2021",97,10
India,Tamil Nadu,Ariyalur,"Financial Year (Apr - Mar), 2021",94,7
India,Tamil Nadu,Chengalpattu,"Financial Year (Apr - Mar), 2021",1689,39
India,Tamil Nadu,Chennai,"Financial Year (Apr - Mar), 2021",13259,191
India,Tamil Nadu,Coimbatore,"Financial Year (Apr - Mar), 2021",8312,141
India,Tamil Nadu,Cuddalore,"Financial Year (Apr - Mar), 2021",1578,29
India,Tamil Nadu,Dharmapuri,"Financial Year (Apr - Mar), 2021",213,10
India,Tamil Nadu,Dindigul,"Financial Year (Apr - Mar), 2021",301,19
India,Tamil Nadu,Erode,"Financial Year (Apr - Mar), 2021",1217,40
India,Tamil Nadu,Kallakurichi,"Financial Year (Apr - Mar), 2021",13,3
India,Tamil Nadu,Kanchipuram,"Financial Year (Apr - Mar), 2021",12928,119
India,Tamil Nadu,Kanniyakumari,"Financial Year (Apr - Mar), 2021",253,25
India,Tamil Nadu,Karur,"Financial Year (Apr - Mar), 2021",269,8
India,Tamil Nadu,Krishnagiri,"Financial Year (Apr - Mar), 2021",3885,41
India,Tamil Nadu,Madurai,"Financial Year (Apr - Mar), 2021",1124,24
India,Tamil Nadu,Nagapattinam,"Financial Year (Apr - Mar), 2021",185,6
India,Tamil Nadu,Namakkal,"Financial Year (Apr - Mar), 2021",240,21
India,Tamil Nadu,Perambalur,"Financial Year (Apr - Mar), 2021",191,8
India,Tamil Nadu,Pudukkottai,"Financial Year (Apr - Mar), 2021",573,11
India,Tamil Nadu,Ramanathapuram,"Financial Year (Apr - Mar), 2021",58,7
India,Tamil Nadu,Ranipet,"Financial Year (Apr - Mar), 2021",441,8
India,Tamil Nadu,Salem,"Financial Year (Apr - Mar), 2021",841,27
India,Tamil Nadu,Sivaganga,"Financial Year (Apr - Mar), 2021",377,13
India,Tamil Nadu,Tenkasi,"Financial Year (Apr - Mar), 2021",7,6
India,Tamil Nadu,Thanjavur,"Financial Year (Apr - Mar), 2021",540,11
India,Tamil Nadu,The Nilgiris,"Financial Year (Apr - Mar), 2021",241,4
India,Tamil Nadu,Theni,"Financial Year (Apr - Mar), 2021",132,35
India,Tamil Nadu,Thiruvallur,"Financial Year (Apr - Mar), 2021",2640,141
India,Tamil Nadu,Thiruvarur,"Financial Year (Apr - Mar), 2021",87,12
India,Tamil Nadu,Tiruchirappalli,"Financial Year (Apr - Mar), 2021",2096,19
India,Tamil Nadu,Tirunelveli,"Financial Year (Apr - Mar), 2021",491,15
India,Tamil Nadu,Tirupathur,"Financial Year (Apr - Mar), 2021",154,15
India,Tamil Nadu,Tiruppur,"Financial Year (Apr - Mar), 2021",931,65
India,Tamil Nadu,Tiruvannamalai,"Financial Year (Apr - Mar), 2021",507,20
India,Tamil Nadu,Tuticorin,"Financial Year (Apr - Mar), 2021",395,15
India,Tamil Nadu,Vellore,"Financial Year (Apr - Mar), 2021",805,9
India,Tamil Nadu,Villupuram,"Financial Year (Apr - Mar), 2021",210,13
India,Tamil Nadu,Virudhunagar,"Financial Year (Apr - Mar), 2021",151,18
India,Telangana,Adilabad,"Financial Year (Apr - Mar), 2021",369,0
India,Telangana,Bhadradri Kothagudem,"Financial Year (Apr - Mar), 2021",620,13
India,Telangana,Hanumakonda,"Financial Year (Apr - Mar), 2021",452,13
India,Telangana,Hyderabad,"Financial Year (Apr - Mar), 2021",27635,211
India,Telangana,Jagitial,"Financial Year (Apr - Mar), 2021",10,2
India,Telangana,Jangoan,"Financial Year (Apr - Mar), 2021",0,1
India,Telangana,Jayashankar Bhupalapally,"Financial Year (Apr - Mar), 2021",127,5
India,Telangana,Jogulamba Gadwal,"Financial Year (Apr - Mar), 2021",11,1
India,Telangana,Kamareddy,"Financial Year (Apr - Mar), 2021",147,1
India,Telangana,Karimnagar,"Financial Year (Apr - Mar), 2021",1246,15
India,Telangana,Khammam,"Financial Year (Apr - Mar), 2021",588,3
India,Telangana,Kumuram Bheem Asifabad,"Financial Year (Apr - Mar), 2021",70,1
India,Telangana,Mahabubabad,"Financial Year (Apr - Mar), 2021",92,1
India,Telangana,Mahabubnagar,"Financial Year (Apr - Mar), 2021",229,9
India,Telangana,Mancherial,"Financial Year (Apr - Mar), 2021",533,10
India,Telangana,Medak,"Financial Year (Apr - Mar), 2021",425,11
India,Telangana,Medchal Malkajgiri,"Financial Year (Apr - Mar), 2021",3766,69
India,Telangana,Mulugu,"Financial Year (Apr - Mar), 2021",2,2
India,Telangana,Nagarkurnool,"Financial Year (Apr - Mar), 2021",0,1
India,Telangana,Nalgonda,"Financial Year (Apr - Mar), 2021",128,9
India,Telangana,Narayanpet,"Financial Year (Apr - Mar), 2021",0,0
India,Telangana,Nirmal,"Financial Year (Apr - Mar), 2021",0,5
India,Telangana,Nizamabad,"Financial Year (Apr - Mar), 2021",281,2
India,Telangana,Peddapalli,"Financial Year (Apr - Mar), 2021",733,8
India,Telangana,Rajanna Sircilla,"Financial Year (Apr - Mar), 2021",0,0
India,Telangana,Ranga Reddy,"Financial Year (Apr - Mar), 2021",5373,42
India,Telangana,Sangareddy,"Financial Year (Apr - Mar), 2021",1806,21
India,Telangana,Siddipet,"Financial Year (Apr - Mar), 2021",13,6
India,Telangana,Suryapet,"Financial Year (Apr - Mar), 2021",3,3
India,Telangana,Vikarabad,"Financial Year (Apr - Mar), 2021",816,11
India,Telangana,Wanaparthy,"Financial Year (Apr - Mar), 2021",5,0
India,Telangana,Warangal,"Financial Year (Apr - Mar), 2021",348,6
India,Telangana,Yadadri Bhuvanagiri,"Financial Year (Apr - Mar), 2021",2,1
India,The Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,"Financial Year (Apr - Mar), 2021",1026,10
India,The Dadra and Nagar Haveli and Daman and Diu,Daman,"Financial Year (Apr - Mar), 2021",351,9
India,The Dadra and Nagar Haveli and Daman and Diu,Diu,"Financial Year (Apr - Mar), 2021",0,0
India,Tripura,Dhalai,"Financial Year (Apr - Mar), 2021",1,0
India,Tripura,Gomati,"Financial Year (Apr - Mar), 2021",0,0
India,Tripura,Khowai,"Financial Year (Apr - Mar), 2021",4,0
India,Tripura,North Tripura,"Financial Year (Apr - Mar), 2021",10,6
India,Tripura,Sepahijala,"Financial Year (Apr - Mar), 2021",0,0
India,Tripura,South Tripura,"Financial Year (Apr - Mar), 2021",31,0
India,Tripura,Unakoti,"Financial Year (Apr - Mar), 2021",0,2
India,Tripura,West Tripura,"Financial Year (Apr - Mar), 2021",214,17
India,Uttar Pradesh,Agra,"Financial Year (Apr - Mar), 2021",1303,57
India,Uttar Pradesh,Aligarh,"Financial Year (Apr - Mar), 2021",411,60
India,Uttar Pradesh,Ambedkar Nagar,"Financial Year (Apr - Mar), 2021",119,72
India,Uttar Pradesh,Amethi,"Financial Year (Apr - Mar), 2021",273,31
India,Uttar Pradesh,Amroha,"Financial Year (Apr - Mar), 2021",361,32
India,Uttar Pradesh,Auraiya,"Financial Year (Apr - Mar), 2021",148,19
India,Uttar Pradesh,Ayodhya,"Financial Year (Apr - Mar), 2021",471,15
India,Uttar Pradesh,Azamgarh,"Financial Year (Apr - Mar), 2021",163,102
India,Uttar Pradesh,Baghpat,"Financial Year (Apr - Mar), 2021",145,32
India,Uttar Pradesh,Bahraich,"Financial Year (Apr - Mar), 2021",80,10
India,Uttar Pradesh,Ballia,"Financial Year (Apr - Mar), 2021",190,60
India,Uttar Pradesh,Balrampur,"Financial Year (Apr - Mar), 2021",97,52
India,Uttar Pradesh,Banda,"Financial Year (Apr - Mar), 2021",154,58
India,Uttar Pradesh,Barabanki,"Financial Year (Apr - Mar), 2021",250,45
India,Uttar Pradesh,Bareilly,"Financial Year (Apr - Mar), 2021",647,47
India,Uttar Pradesh,Basti,"Financial Year (Apr - Mar), 2021",142,73
India,Uttar Pradesh,Bhadohi,"Financial Year (Apr - Mar), 2021",51,44
India,Uttar Pradesh,Bijnor,"Financial Year (Apr - Mar), 2021",165,7
India,Uttar Pradesh,Budaun,"Financial Year (Apr - Mar), 2021",161,34
India,Uttar Pradesh,Bulandshahr,"Financial Year (Apr - Mar), 2021",696,47
India,Uttar Pradesh,Chandauli,"Financial Year (Apr - Mar), 2021",611,14
India,Uttar Pradesh,Chitrakoot,"Financial Year (Apr - Mar), 2021",20,8
India,Uttar Pradesh,Deoria,"Financial Year (Apr - Mar), 2021",160,31
India,Uttar Pradesh,Etah,"Financial Year (Apr - Mar), 2021",126,24
India,Uttar Pradesh,Etawah,"Financial Year (Apr - Mar), 2021",71,50
India,Uttar Pradesh,Farrukhabad,"Financial Year (Apr - Mar), 2021",153,32
India,Uttar Pradesh,Fatehpur,"Financial Year (Apr - Mar), 2021",53,48
India,Uttar Pradesh,Firozabad,"Financial Year (Apr - Mar), 2021",157,62
India,Uttar Pradesh,Gautam Buddha Nagar,"Financial Year (Apr - Mar), 2021",15605,161
India,Uttar Pradesh,Ghaziabad,"Financial Year (Apr - Mar), 2021",1806,94
India,Uttar Pradesh,Ghazipur,"Financial Year (Apr - Mar), 2021",300,43
India,Uttar Pradesh,Gonda,"Financial Year (Apr - Mar), 2021",132,17
India,Uttar Pradesh,Gorakhpur,"Financial Year (Apr - Mar), 2021",1442,65
India,Uttar Pradesh,Hamirpur,"Financial Year (Apr - Mar), 2021",51,11
India,Uttar Pradesh,Hapur,"Financial Year (Apr - Mar), 2021",247,19
India,Uttar Pradesh,Hardoi,"Financial Year (Apr - Mar), 2021",371,47
India,Uttar Pradesh,Hathras,"Financial Year (Apr - Mar), 2021",41,32
India,Uttar Pradesh,Jalaun,"Financial Year (Apr - Mar), 2021",135,28
India,Uttar Pradesh,Jaunpur,"Financial Year (Apr - Mar), 2021",243,34
India,Uttar Pradesh,Jhansi,"Financial Year (Apr - Mar), 2021",1370,66
India,Uttar Pradesh,Kannauj,"Financial Year (Apr - Mar), 2021",173,25
India,Uttar Pradesh,Kanpur Dehat,"Financial Year (Apr - Mar), 2021",232,58
India,Uttar Pradesh,Kanpur Nagar,"Financial Year (Apr - Mar), 2021",1716,199
