Country,State,District,Year,"Apprentices Enrolled In The Program (UOM:Number), Scaling Factor:1","Training Centers Established For The Program (UOM:Number), Scaling Factor:1"
India,Chhattisgarh,Kabeerdham,"Financial Year (Apr - Mar), 2020",0,0
India,Chhattisgarh,Kondagaon,"Financial Year (Apr - Mar), 2020",1,0
India,Chhattisgarh,Korba,"Financial Year (Apr - Mar), 2020",232,7
India,Chhattisgarh,Korea,"Financial Year (Apr - Mar), 2020",9,1
India,Chhattisgarh,Mahasamund,"Financial Year (Apr - Mar), 2020",0,1
India,Chhattisgarh,Mungeli,"Financial Year (Apr - Mar), 2020",1,2
India,Chhattisgarh,Narayanpur,"Financial Year (Apr - Mar), 2020",0,0
India,Chhattisgarh,Raigarh,"Financial Year (Apr - Mar), 2020",6,24
India,Chhattisgarh,Raipur,"Financial Year (Apr - Mar), 2020",575,20
India,Chhattisgarh,Rajnandgaon,"Financial Year (Apr - Mar), 2020",9,2
India,Chhattisgarh,Sukma,"Financial Year (Apr - Mar), 2020",0,0
India,Chhattisgarh,Surajpur,"Financial Year (Apr - Mar), 2020",0,2
India,Chhattisgarh,Surguja,"Financial Year (Apr - Mar), 2020",4,0
India,Chhattisgarh,Uttar Bastar Kanker,"Financial Year (Apr - Mar), 2020",0,5
India,Delhi,Central,"Financial Year (Apr - Mar), 2020",654,26
India,Delhi,East,"Financial Year (Apr - Mar), 2020",65,19
India,Delhi,New Delhi,"Financial Year (Apr - Mar), 2020",4208,72
India,Delhi,North,"Financial Year (Apr - Mar), 2020",52,13
India,Delhi,North East,"Financial Year (Apr - Mar), 2020",0,6
India,Delhi,North West,"Financial Year (Apr - Mar), 2020",295,28
India,Delhi,Shahdara,"Financial Year (Apr - Mar), 2020",0,2
India,Delhi,South,"Financial Year (Apr - Mar), 2020",1352,83
India,Delhi,South East,"Financial Year (Apr - Mar), 2020",2,7
India,Delhi,South West,"Financial Year (Apr - Mar), 2020",203,54
India,Delhi,West,"Financial Year (Apr - Mar), 2020",531,37
India,Goa,North Goa,"Financial Year (Apr - Mar), 2020",567,128
India,Goa,South Goa,"Financial Year (Apr - Mar), 2020",1422,101
India,Gujarat,Ahmadabad,"Financial Year (Apr - Mar), 2020",10236,297
India,Gujarat,Amreli,"Financial Year (Apr - Mar), 2020",842,35
India,Gujarat,Anand,"Financial Year (Apr - Mar), 2020",791,23
India,Gujarat,Arvalli,"Financial Year (Apr - Mar), 2020",267,39
India,Gujarat,Banas Kantha,"Financial Year (Apr - Mar), 2020",996,42
India,Gujarat,Bharuch,"Financial Year (Apr - Mar), 2020",3162,140
India,Gujarat,Bhavnagar,"Financial Year (Apr - Mar), 2020",1128,62
India,Gujarat,Botad,"Financial Year (Apr - Mar), 2020",181,9
India,Gujarat,Chhotaudepur,"Financial Year (Apr - Mar), 2020",67,2
India,Gujarat,Dang,"Financial Year (Apr - Mar), 2020",69,34
India,Gujarat,Devbhumi Dwarka,"Financial Year (Apr - Mar), 2020",374,2
India,Gujarat,Dohad,"Financial Year (Apr - Mar), 2020",274,8
India,Gujarat,Gandhinagar,"Financial Year (Apr - Mar), 2020",2194,46
India,Gujarat,Gir Somnath,"Financial Year (Apr - Mar), 2020",530,48
India,Gujarat,Jamnagar,"Financial Year (Apr - Mar), 2020",860,56
India,Gujarat,Junagadh,"Financial Year (Apr - Mar), 2020",753,38
India,Gujarat,Kachchh,"Financial Year (Apr - Mar), 2020",1897,77
India,Gujarat,Kheda,"Financial Year (Apr - Mar), 2020",1236,28
India,Gujarat,Mahesana,"Financial Year (Apr - Mar), 2020",2004,58
India,Gujarat,Mahisagar,"Financial Year (Apr - Mar), 2020",202,22
India,Gujarat,Morbi,"Financial Year (Apr - Mar), 2020",662,113
India,Gujarat,Narmada,"Financial Year (Apr - Mar), 2020",110,6
India,Gujarat,Navsari,"Financial Year (Apr - Mar), 2020",487,9
India,Gujarat,Panch Mahals,"Financial Year (Apr - Mar), 2020",1795,70
India,Gujarat,Patan,"Financial Year (Apr - Mar), 2020",560,30
India,Gujarat,Porbandar,"Financial Year (Apr - Mar), 2020",530,107
India,Gujarat,Rajkot,"Financial Year (Apr - Mar), 2020",2932,182
India,Gujarat,Sabar Kantha,"Financial Year (Apr - Mar), 2020",961,49
India,Gujarat,Surat,"Financial Year (Apr - Mar), 2020",3843,179
India,Gujarat,Surendranagar,"Financial Year (Apr - Mar), 2020",606,64
India,Gujarat,Tapi,"Financial Year (Apr - Mar), 2020",567,31
India,Gujarat,Vadodara,"Financial Year (Apr - Mar), 2020",6821,137
India,Gujarat,Valsad,"Financial Year (Apr - Mar), 2020",4168,248
India,Haryana,Ambala,"Financial Year (Apr - Mar), 2020",416,276
India,Haryana,Bhiwani,"Financial Year (Apr - Mar), 2020",931,108
India,Haryana,Charki Dadri,"Financial Year (Apr - Mar), 2020",258,111
India,Haryana,Faridabad,"Financial Year (Apr - Mar), 2020",1165,790
India,Haryana,Fatehabad,"Financial Year (Apr - Mar), 2020",604,88
India,Haryana,Gurugram,"Financial Year (Apr - Mar), 2020",12864,601
India,Haryana,Hisar,"Financial Year (Apr - Mar), 2020",977,146
India,Haryana,Jhajjar,"Financial Year (Apr - Mar), 2020",963,226
India,Haryana,Jind,"Financial Year (Apr - Mar), 2020",494,177
India,Haryana,Kaithal,"Financial Year (Apr - Mar), 2020",459,125
India,Haryana,Karnal,"Financial Year (Apr - Mar), 2020",743,277
India,Haryana,Kurukshetra,"Financial Year (Apr - Mar), 2020",436,168
India,Haryana,Mahendragarh,"Financial Year (Apr - Mar), 2020",288,54
India,Haryana,Nuh,"Financial Year (Apr - Mar), 2020",218,77
India,Haryana,Palwal,"Financial Year (Apr - Mar), 2020",356,85
India,Haryana,Panchkula,"Financial Year (Apr - Mar), 2020",472,161
India,Haryana,Panipat,"Financial Year (Apr - Mar), 2020",779,177
India,Haryana,Rewari,"Financial Year (Apr - Mar), 2020",2484,178
India,Haryana,Rohtak,"Financial Year (Apr - Mar), 2020",886,158
India,Haryana,Sirsa,"Financial Year (Apr - Mar), 2020",672,151
India,Haryana,Sonipat,"Financial Year (Apr - Mar), 2020",896,642
India,Haryana,Yamunanagar,"Financial Year (Apr - Mar), 2020",891,117
India,Himachal Pradesh,Bilaspur,"Financial Year (Apr - Mar), 2020",0,12
India,Himachal Pradesh,Chamba,"Financial Year (Apr - Mar), 2020",150,17
India,Himachal Pradesh,Hamirpur,"Financial Year (Apr - Mar), 2020",40,20
India,Himachal Pradesh,Kangra,"Financial Year (Apr - Mar), 2020",11,90
India,Himachal Pradesh,Kinnaur,"Financial Year (Apr - Mar), 2020",5,2
India,Himachal Pradesh,Kullu,"Financial Year (Apr - Mar), 2020",45,40
India,Himachal Pradesh,Lahul and Spiti,"Financial Year (Apr - Mar), 2020",1,4
India,Himachal Pradesh,Mandi,"Financial Year (Apr - Mar), 2020",183,51
India,Himachal Pradesh,Shimla,"Financial Year (Apr - Mar), 2020",47,34
India,Himachal Pradesh,Sirmaur,"Financial Year (Apr - Mar), 2020",308,28
India,Himachal Pradesh,Solan,"Financial Year (Apr - Mar), 2020",845,171
India,Himachal Pradesh,Una,"Financial Year (Apr - Mar), 2020",29,71
India,Jammu and Kashmir,Anantnag,"Financial Year (Apr - Mar), 2020",0,8
India,Jammu and Kashmir,Bandipora,"Financial Year (Apr - Mar), 2020",35,3
India,Jammu and Kashmir,Baramulla,"Financial Year (Apr - Mar), 2020",29,7
India,Jammu and Kashmir,Budgam,"Financial Year (Apr - Mar), 2020",0,5
India,Jammu and Kashmir,Doda,"Financial Year (Apr - Mar), 2020",6,1
India,Jammu and Kashmir,Ganderbal,"Financial Year (Apr - Mar), 2020",3,15
India,Jammu and Kashmir,Jammu,"Financial Year (Apr - Mar), 2020",85,139
India,Jammu and Kashmir,Kathua,"Financial Year (Apr - Mar), 2020",26,50
India,Jammu and Kashmir,Kishtwar,"Financial Year (Apr - Mar), 2020",6,2
India,Jammu and Kashmir,Kulgam,"Financial Year (Apr - Mar), 2020",0,1
India,Jammu and Kashmir,Kupwara,"Financial Year (Apr - Mar), 2020",0,3
India,Jammu and Kashmir,Poonch,"Financial Year (Apr - Mar), 2020",0,0
India,Jammu and Kashmir,Pulwama,"Financial Year (Apr - Mar), 2020",2,3
India,Jammu and Kashmir,Rajouri,"Financial Year (Apr - Mar), 2020",1,2
India,Jammu and Kashmir,Ramban,"Financial Year (Apr - Mar), 2020",0,0
India,Jammu and Kashmir,Reasi,"Financial Year (Apr - Mar), 2020",0,1
India,Jammu and Kashmir,Samba,"Financial Year (Apr - Mar), 2020",44,30
India,Jammu and Kashmir,Shopian,"Financial Year (Apr - Mar), 2020",0,2
India,Jammu and Kashmir,Srinagar,"Financial Year (Apr - Mar), 2020",2,31
India,Jammu and Kashmir,Udhampur,"Financial Year (Apr - Mar), 2020",18,10
India,Jharkhand,Bokaro,"Financial Year (Apr - Mar), 2020",602,11
India,Jharkhand,Chatra,"Financial Year (Apr - Mar), 2020",155,4
India,Jharkhand,Deoghar,"Financial Year (Apr - Mar), 2020",26,2
India,Jharkhand,Dhanbad,"Financial Year (Apr - Mar), 2020",600,26
India,Jharkhand,Dumka,"Financial Year (Apr - Mar), 2020",4,1
India,Jharkhand,East Singhbum,"Financial Year (Apr - Mar), 2020",1782,43
India,Jharkhand,Garhwa,"Financial Year (Apr - Mar), 2020",13,4
India,Jharkhand,Giridih,"Financial Year (Apr - Mar), 2020",27,3
India,Jharkhand,Godda,"Financial Year (Apr - Mar), 2020",7,0
India,Jharkhand,Gumla,"Financial Year (Apr - Mar), 2020",0,0
India,Jharkhand,Hazaribagh,"Financial Year (Apr - Mar), 2020",384,6
India,Jharkhand,Jamtara,"Financial Year (Apr - Mar), 2020",0,0
India,Jharkhand,Khunti,"Financial Year (Apr - Mar), 2020",0,1
India,Jharkhand,Koderma,"Financial Year (Apr - Mar), 2020",2,1
India,Jharkhand,Latehar,"Financial Year (Apr - Mar), 2020",0,3
India,Jharkhand,Lohardaga,"Financial Year (Apr - Mar), 2020",22,0
India,Jharkhand,Pakur,"Financial Year (Apr - Mar), 2020",3,0
India,Jharkhand,Palamu,"Financial Year (Apr - Mar), 2020",27,5
India,Jharkhand,Ramgarh,"Financial Year (Apr - Mar), 2020",520,16
India,Jharkhand,Ranchi,"Financial Year (Apr - Mar), 2020",387,41
India,Jharkhand,Sahebganj,"Financial Year (Apr - Mar), 2020",0,1
India,Jharkhand,Saraikela Kharsawan,"Financial Year (Apr - Mar), 2020",211,33
India,Jharkhand,Simdega,"Financial Year (Apr - Mar), 2020",0,1
India,Jharkhand,West Singhbhum,"Financial Year (Apr - Mar), 2020",42,9
India,Karnataka,Bagalkote,"Financial Year (Apr - Mar), 2020",92,7
India,Karnataka,Ballari,"Financial Year (Apr - Mar), 2020",272,23
India,Karnataka,Belagavi,"Financial Year (Apr - Mar), 2020",386,38
India,Karnataka,Bengaluru Rural,"Financial Year (Apr - Mar), 2020",1884,79
India,Karnataka,Bengaluru Urban,"Financial Year (Apr - Mar), 2020",8269,721
India,Karnataka,Bidar,"Financial Year (Apr - Mar), 2020",0,3
India,Karnataka,Chamarajanagara,"Financial Year (Apr - Mar), 2020",32,2
India,Karnataka,Chikkaballapura,"Financial Year (Apr - Mar), 2020",0,7
India,Karnataka,Chikkamagaluru,"Financial Year (Apr - Mar), 2020",2,1
India,Karnataka,Chitradurga,"Financial Year (Apr - Mar), 2020",4,7
India,Karnataka,Dakshina Kannada,"Financial Year (Apr - Mar), 2020",106,22
India,Karnataka,Davangere,"Financial Year (Apr - Mar), 2020",12,5
India,Karnataka,Dharwad,"Financial Year (Apr - Mar), 2020",324,32
India,Karnataka,Gadag,"Financial Year (Apr - Mar), 2020",6,2
India,Karnataka,Hassan,"Financial Year (Apr - Mar), 2020",110,10
India,Karnataka,Haveri,"Financial Year (Apr - Mar), 2020",494,3
India,Karnataka,Kalaburagi,"Financial Year (Apr - Mar), 2020",391,22
India,Karnataka,Kodagu,"Financial Year (Apr - Mar), 2020",0,2
India,Karnataka,Kolar,"Financial Year (Apr - Mar), 2020",984,18
India,Karnataka,Koppal,"Financial Year (Apr - Mar), 2020",171,5
India,Karnataka,Mandya,"Financial Year (Apr - Mar), 2020",65,48
India,Karnataka,Mysuru,"Financial Year (Apr - Mar), 2020",806,88
India,Karnataka,Raichur,"Financial Year (Apr - Mar), 2020",102,24
India,Karnataka,Ramanagara,"Financial Year (Apr - Mar), 2020",1118,22
India,Karnataka,Shivamogga,"Financial Year (Apr - Mar), 2020",21,6
India,Karnataka,Tumakuru,"Financial Year (Apr - Mar), 2020",445,8
India,Karnataka,Udupi,"Financial Year (Apr - Mar), 2020",43,4
India,Karnataka,Uttara Kannada,"Financial Year (Apr - Mar), 2020",114,9
India,Karnataka,Vijayapura,"Financial Year (Apr - Mar), 2020",14,5
India,Karnataka,Yadgir,"Financial Year (Apr - Mar), 2020",1,4
India,Kerala,Alappuzha,"Financial Year (Apr - Mar), 2020",442,48
India,Kerala,Ernakulam,"Financial Year (Apr - Mar), 2020",1991,210
India,Kerala,Idukki,"Financial Year (Apr - Mar), 2020",15,32
India,Kerala,Kannur,"Financial Year (Apr - Mar), 2020",316,124
India,Kerala,Kasaragod,"Financial Year (Apr - Mar), 2020",46,21
India,Kerala,Kollam,"Financial Year (Apr - Mar), 2020",393,65
India,Kerala,Kottayam,"Financial Year (Apr - Mar), 2020",325,52
India,Kerala,Kozhikode,"Financial Year (Apr - Mar), 2020",468,103
India,Kerala,Malappuram,"Financial Year (Apr - Mar), 2020",61,57
India,Kerala,Palakkad,"Financial Year (Apr - Mar), 2020",642,69
India,Kerala,Pathanamthitta,"Financial Year (Apr - Mar), 2020",101,24
India,Kerala,Thiruvananthapuram,"Financial Year (Apr - Mar), 2020",1266,155
India,Kerala,Thrissur,"Financial Year (Apr - Mar), 2020",256,110
India,Kerala,Wayanad,"Financial Year (Apr - Mar), 2020",5,12
India,Ladakh,Kargil,"Financial Year (Apr - Mar), 2020",0,0
India,Ladakh,Leh Ladakh,"Financial Year (Apr - Mar), 2020",6,1
India,Lakshadweep,Lakshadweep District,"Financial Year (Apr - Mar), 2020",18,2
India,Madhya Pradesh,Agar-Malwa,"Financial Year (Apr - Mar), 2020",12,4
India,Madhya Pradesh,Alirajpur,"Financial Year (Apr - Mar), 2020",0,3
India,Madhya Pradesh,Anuppur,"Financial Year (Apr - Mar), 2020",41,13
India,Madhya Pradesh,Ashoknagar,"Financial Year (Apr - Mar), 2020",0,8
India,Madhya Pradesh,Balaghat,"Financial Year (Apr - Mar), 2020",131,65
India,Madhya Pradesh,Barwani,"Financial Year (Apr - Mar), 2020",15,42
India,Madhya Pradesh,Betul,"Financial Year (Apr - Mar), 2020",86,15
India,Madhya Pradesh,Bhind,"Financial Year (Apr - Mar), 2020",440,59
India,Madhya Pradesh,Bhopal,"Financial Year (Apr - Mar), 2020",1215,433
India,Madhya Pradesh,Burhanpur,"Financial Year (Apr - Mar), 2020",21,63
India,Madhya Pradesh,Chhatarpur,"Financial Year (Apr - Mar), 2020",12,15
India,Madhya Pradesh,Chhindwara,"Financial Year (Apr - Mar), 2020",193,130
India,Madhya Pradesh,Damoh,"Financial Year (Apr - Mar), 2020",5,9
India,Madhya Pradesh,Datia,"Financial Year (Apr - Mar), 2020",24,10
India,Madhya Pradesh,Dewas,"Financial Year (Apr - Mar), 2020",687,211
India,Madhya Pradesh,Dhar,"Financial Year (Apr - Mar), 2020",1445,547
India,Madhya Pradesh,Dindori,"Financial Year (Apr - Mar), 2020",2,16
India,Madhya Pradesh,Guna,"Financial Year (Apr - Mar), 2020",107,40
India,Madhya Pradesh,Gwalior,"Financial Year (Apr - Mar), 2020",198,266
India,Madhya Pradesh,Harda,"Financial Year (Apr - Mar), 2020",0,39
India,Madhya Pradesh,Indore,"Financial Year (Apr - Mar), 2020",959,1202
India,Madhya Pradesh,Jabalpur,"Financial Year (Apr - Mar), 2020",841,267
India,Madhya Pradesh,Jhabua,"Financial Year (Apr - Mar), 2020",12,10
India,Madhya Pradesh,Katni,"Financial Year (Apr - Mar), 2020",44,81
India,Madhya Pradesh,Khandwa (East Nimar),"Financial Year (Apr - Mar), 2020",12,88
India,Madhya Pradesh,Khargone (West Nimar),"Financial Year (Apr - Mar), 2020",42,143
India,Madhya Pradesh,Mandla,"Financial Year (Apr - Mar), 2020",0,46
India,Madhya Pradesh,Mandsaur,"Financial Year (Apr - Mar), 2020",16,61
India,Madhya Pradesh,Morena,"Financial Year (Apr - Mar), 2020",49,103
India,Madhya Pradesh,Narmadapuram,"Financial Year (Apr - Mar), 2020",136,74
India,Madhya Pradesh,Narsimhapur,"Financial Year (Apr - Mar), 2020",4,33
India,Madhya Pradesh,Neemuch,"Financial Year (Apr - Mar), 2020",28,37
India,Madhya Pradesh,Niwari,"Financial Year (Apr - Mar), 2020",0,0
India,Madhya Pradesh,Panna,"Financial Year (Apr - Mar), 2020",39,9
India,Madhya Pradesh,Raisen,"Financial Year (Apr - Mar), 2020",319,221
India,Madhya Pradesh,Rajgarh,"Financial Year (Apr - Mar), 2020",37,14
India,Madhya Pradesh,Ratlam,"Financial Year (Apr - Mar), 2020",167,71
India,Madhya Pradesh,Rewa,"Financial Year (Apr - Mar), 2020",39,54
India,Madhya Pradesh,Sagar,"Financial Year (Apr - Mar), 2020",1,46
India,Madhya Pradesh,Satna,"Financial Year (Apr - Mar), 2020",70,149
India,Madhya Pradesh,Sehore,"Financial Year (Apr - Mar), 2020",89,21
India,Madhya Pradesh,Seoni,"Financial Year (Apr - Mar), 2020",7,17
India,Madhya Pradesh,Shahdol,"Financial Year (Apr - Mar), 2020",6,13
India,Madhya Pradesh,Shajapur,"Financial Year (Apr - Mar), 2020",8,13
India,Madhya Pradesh,Sheopur,"Financial Year (Apr - Mar), 2020",0,3
India,Madhya Pradesh,Shivpuri,"Financial Year (Apr - Mar), 2020",20,8
India,Madhya Pradesh,Sidhi,"Financial Year (Apr - Mar), 2020",0,6
India,Madhya Pradesh,Singrauli,"Financial Year (Apr - Mar), 2020",919,55
India,Madhya Pradesh,Tikamgarh,"Financial Year (Apr - Mar), 2020",9,9
India,Madhya Pradesh,Ujjain,"Financial Year (Apr - Mar), 2020",77,112
India,Madhya Pradesh,Umaria,"Financial Year (Apr - Mar), 2020",0,14
India,Madhya Pradesh,Vidisha,"Financial Year (Apr - Mar), 2020",26,75
India,Maharashtra,Ahmednagar,"Financial Year (Apr - Mar), 2020",1495,144
India,Maharashtra,Akola,"Financial Year (Apr - Mar), 2020",134,38
India,Maharashtra,Amravati,"Financial Year (Apr - Mar), 2020",341,116
India,Maharashtra,Beed,"Financial Year (Apr - Mar), 2020",290,26
India,Maharashtra,Bhandara,"Financial Year (Apr - Mar), 2020",176,31
India,Maharashtra,Buldhana,"Financial Year (Apr - Mar), 2020",66,25
India,Maharashtra,Chandrapur,"Financial Year (Apr - Mar), 2020",655,44
India,Maharashtra,Chhatrapati Sambhajinagar,"Financial Year (Apr - Mar), 2020",5071,379
India,Maharashtra,Dharashiv,"Financial Year (Apr - Mar), 2020",57,182
India,Maharashtra,Dhule,"Financial Year (Apr - Mar), 2020",323,196
India,Maharashtra,Gadchiroli,"Financial Year (Apr - Mar), 2020",3,17
India,Maharashtra,Gondia,"Financial Year (Apr - Mar), 2020",47,42
India,Maharashtra,Hingoli,"Financial Year (Apr - Mar), 2020",3,8
India,Maharashtra,Jalgaon,"Financial Year (Apr - Mar), 2020",540,150
India,Maharashtra,Jalna,"Financial Year (Apr - Mar), 2020",610,38
India,Maharashtra,Kolhapur,"Financial Year (Apr - Mar), 2020",1375,292
India,Maharashtra,Latur,"Financial Year (Apr - Mar), 2020",221,71
India,Maharashtra,Mumbai,"Financial Year (Apr - Mar), 2020",6668,317
India,Maharashtra,Nagpur,"Financial Year (Apr - Mar), 2020",1973,185
India,Maharashtra,Nanded,"Financial Year (Apr - Mar), 2020",109,59
India,Maharashtra,Nandurbar,"Financial Year (Apr - Mar), 2020",50,61
India,Maharashtra,Nashik,"Financial Year (Apr - Mar), 2020",5315,334
India,Maharashtra,Palghar,"Financial Year (Apr - Mar), 2020",308,72
India,Maharashtra,Parbhani,"Financial Year (Apr - Mar), 2020",93,52
India,Maharashtra,Pune,"Financial Year (Apr - Mar), 2020",30684,1811
India,Maharashtra,Raigad,"Financial Year (Apr - Mar), 2020",869,163
India,Maharashtra,Ratnagiri,"Financial Year (Apr - Mar), 2020",792,147
India,Maharashtra,Sangli,"Financial Year (Apr - Mar), 2020",232,205
India,Maharashtra,Satara,"Financial Year (Apr - Mar), 2020",2187,128
India,Maharashtra,Sindhudurg,"Financial Year (Apr - Mar), 2020",91,48
India,Maharashtra,Solapur,"Financial Year (Apr - Mar), 2020",264,119
India,Maharashtra,Thane,"Financial Year (Apr - Mar), 2020",5157,411
India,Maharashtra,Unknown Districts Of India,"Financial Year (Apr - Mar), 2020",1478,169
India,Maharashtra,Wardha,"Financial Year (Apr - Mar), 2020",868,29
India,Maharashtra,Washim,"Financial Year (Apr - Mar), 2020",1,9
India,Maharashtra,Yavatmal,"Financial Year (Apr - Mar), 2020",281,62
India,Manipur,Bishnupur,"Financial Year (Apr - Mar), 2020",0,0
India,Manipur,Chandel,"Financial Year (Apr - Mar), 2020",0,0
India,Manipur,Churachandpur,"Financial Year (Apr - Mar), 2020",2,0
India,Manipur,Imphal East,"Financial Year (Apr - Mar), 2020",4,2
India,Manipur,Imphal West,"Financial Year (Apr - Mar), 2020",2,1
India,Manipur,Jiribam,"Financial Year (Apr - Mar), 2020",0,0
India,Manipur,Kakching,"Financial Year (Apr - Mar), 2020",0,0
India,Manipur,Kamjong,"Financial Year (Apr - Mar), 2020",0,0
India,Manipur,Kangpokpi,"Financial Year (Apr - Mar), 2020",0,0
India,Manipur,Noney,"Financial Year (Apr - Mar), 2020",0,0
India,Manipur,Pherzawl,"Financial Year (Apr - Mar), 2020",0,0
India,Manipur,Senapati,"Financial Year (Apr - Mar), 2020",0,0
India,Manipur,Tamenglong,"Financial Year (Apr - Mar), 2020",0,0
India,Manipur,Tengnoupal,"Financial Year (Apr - Mar), 2020",0,0
India,Manipur,Thoubal,"Financial Year (Apr - Mar), 2020",2,0
India,Manipur,Ukhrul,"Financial Year (Apr - Mar), 2020",0,0
India,Meghalaya,East Garo Hills,"Financial Year (Apr - Mar), 2020",0,0
India,Meghalaya,East Jaintia Hills,"Financial Year (Apr - Mar), 2020",0,1
India,Meghalaya,East Khasi Hills,"Financial Year (Apr - Mar), 2020",92,4
India,Meghalaya,North Garo Hills,"Financial Year (Apr - Mar), 2020",0,0
India,Meghalaya,Ri Bhoi,"Financial Year (Apr - Mar), 2020",0,1
India,Meghalaya,South Garo Hills,"Financial Year (Apr - Mar), 2020",0,0
India,Meghalaya,South West Garo Hills,"Financial Year (Apr - Mar), 2020",0,0
India,Meghalaya,South West Khasi Hills,"Financial Year (Apr - Mar), 2020",0,0
India,Meghalaya,West Garo Hills,"Financial Year (Apr - Mar), 2020",0,0
India,Meghalaya,West Jaintia Hills,"Financial Year (Apr - Mar), 2020",0,0
India,Meghalaya,West Khasi Hills,"Financial Year (Apr - Mar), 2020",0,0
India,Mizoram,Aizawl,"Financial Year (Apr - Mar), 2020",1,1
India,Mizoram,Champhai,"Financial Year (Apr - Mar), 2020",0,0
India,Mizoram,Hnahthial,"Financial Year (Apr - Mar), 2020",0,0
India,Mizoram,Khawzawl,"Financial Year (Apr - Mar), 2020",0,0
India,Mizoram,Kolasib,"Financial Year (Apr - Mar), 2020",0,0
India,Mizoram,Lawngtlai,"Financial Year (Apr - Mar), 2020",0,0
India,Mizoram,Lunglei,"Financial Year (Apr - Mar), 2020",0,0
India,Mizoram,Mamit,"Financial Year (Apr - Mar), 2020",0,0
India,Mizoram,Saitual,"Financial Year (Apr - Mar), 2020",0,0
India,Mizoram,Serchhip,"Financial Year (Apr - Mar), 2020",0,1
India,Mizoram,Siaha,"Financial Year (Apr - Mar), 2020",0,0
India,Nagaland,Dimapur,"Financial Year (Apr - Mar), 2020",1,6
India,Nagaland,Kiphire,"Financial Year (Apr - Mar), 2020",0,0
India,Nagaland,Kohima,"Financial Year (Apr - Mar), 2020",0,2
India,Nagaland,Longleng,"Financial Year (Apr - Mar), 2020",0,0
India,Nagaland,Mokokchung,"Financial Year (Apr - Mar), 2020",0,0
India,Nagaland,Mon,"Financial Year (Apr - Mar), 2020",0,0
India,Nagaland,Peren,"Financial Year (Apr - Mar), 2020",0,0
India,Nagaland,Phek,"Financial Year (Apr - Mar), 2020",0,0
India,Nagaland,Tuensang,"Financial Year (Apr - Mar), 2020",0,0
India,Nagaland,Wokha,"Financial Year (Apr - Mar), 2020",0,0
India,Nagaland,Zunheboto,"Financial Year (Apr - Mar), 2020",0,0
India,Odisha,Anugul,"Financial Year (Apr - Mar), 2020",554,18
India,Odisha,Balangir,"Financial Year (Apr - Mar), 2020",81,11
India,Odisha,Baleshwar,"Financial Year (Apr - Mar), 2020",166,27
India,Odisha,Bargarh,"Financial Year (Apr - Mar), 2020",40,3
India,Odisha,Bhadrak,"Financial Year (Apr - Mar), 2020",5,3
India,Odisha,Boudh,"Financial Year (Apr - Mar), 2020",0,3
India,Odisha,Cuttack,"Financial Year (Apr - Mar), 2020",84,45
India,Odisha,Deogarh,"Financial Year (Apr - Mar), 2020",14,1
India,Odisha,Dhenkanal,"Financial Year (Apr - Mar), 2020",19,16
India,Odisha,Gajapati,"Financial Year (Apr - Mar), 2020",33,0
India,Odisha,Ganjam,"Financial Year (Apr - Mar), 2020",128,39
India,Odisha,Jagatsinghapur,"Financial Year (Apr - Mar), 2020",100,13
India,Odisha,Jajapur,"Financial Year (Apr - Mar), 2020",60,8
India,Odisha,Jharsuguda,"Financial Year (Apr - Mar), 2020",162,12
India,Odisha,Kalahandi,"Financial Year (Apr - Mar), 2020",7,2
India,Odisha,Kandhamal,"Financial Year (Apr - Mar), 2020",36,5
India,Odisha,Kendrapara,"Financial Year (Apr - Mar), 2020",0,0
India,Odisha,Kendujhar,"Financial Year (Apr - Mar), 2020",70,19
India,Odisha,Khordha,"Financial Year (Apr - Mar), 2020",500,146
India,Odisha,Koraput,"Financial Year (Apr - Mar), 2020",576,124
India,Odisha,Malkangiri,"Financial Year (Apr - Mar), 2020",2,1
India,Odisha,Mayurbhanj,"Financial Year (Apr - Mar), 2020",73,6
India,Odisha,Nabarangpur,"Financial Year (Apr - Mar), 2020",95,1
India,Odisha,Nayagarh,"Financial Year (Apr - Mar), 2020",1,1
India,Odisha,Nuapada,"Financial Year (Apr - Mar), 2020",22,1
India,Odisha,Puri,"Financial Year (Apr - Mar), 2020",36,12
India,Odisha,Rayagada,"Financial Year (Apr - Mar), 2020",69,8
India,Odisha,Sambalpur,"Financial Year (Apr - Mar), 2020",161,14
India,Odisha,Sonepur,"Financial Year (Apr - Mar), 2020",0,7
India,Odisha,Sundargarh,"Financial Year (Apr - Mar), 2020",371,31
India,Puducherry,Karaikal,"Financial Year (Apr - Mar), 2020",107,35
India,Puducherry,Mahe,"Financial Year (Apr - Mar), 2020",51,4
India,Puducherry,Pondicherry,"Financial Year (Apr - Mar), 2020",185,70
India,Puducherry,Yanam,"Financial Year (Apr - Mar), 2020",0,6
India,Punjab,Amritsar,"Financial Year (Apr - Mar), 2020",62,55
India,Punjab,Barnala,"Financial Year (Apr - Mar), 2020",36,8
India,Punjab,Bathinda,"Financial Year (Apr - Mar), 2020",223,33
India,Punjab,Faridkot,"Financial Year (Apr - Mar), 2020",17,6
India,Punjab,Fatehgarh Sahib,"Financial Year (Apr - Mar), 2020",4,19
India,Punjab,Fazilka,"Financial Year (Apr - Mar), 2020",0,12
India,Punjab,Ferozepur,"Financial Year (Apr - Mar), 2020",4,12
